"file","rms","boat_tonality","peak_freq","n_harmonic_peaks","spectral_entropy","band_energy_ratio","site","datetime_utc","datetime_chile","hour_chile","date_chile","is_night","rule_base","boat_detected"
"20251113_155400.WAV",2861.666,20.787,172.2,3,2.58,0.03651,"Matanzas 32","2025-11-13 15:54:00","2025-11-13 12:54:00",12,"2025-11-13",FALSE,FALSE,FALSE
"20251113_155600.WAV",2866.4465,2.992,516.6,3,3.176,0.01195,"Matanzas 32","2025-11-13 15:56:00","2025-11-13 12:56:00",12,"2025-11-13",FALSE,FALSE,FALSE
"20251113_155800.WAV",2769.133,3.337,172.2,3,3.16,0.01785,"Matanzas 32","2025-11-13 15:58:00","2025-11-13 12:58:00",12,"2025-11-13",FALSE,FALSE,FALSE
"20251113_160000.WAV",3089.9021,2.911,516.6,3,3.163,0.01924,"Matanzas 32","2025-11-13 16:00:00","2025-11-13 13:00:00",13,"2025-11-13",FALSE,FALSE,FALSE
"20251113_160200.WAV",2854.1341,3.075,516.6,3,3.182,0.01322,"Matanzas 32","2025-11-13 16:02:00","2025-11-13 13:02:00",13,"2025-11-13",FALSE,FALSE,FALSE
"20251113_160400.WAV",3224.7325,5.501,156.6,3,3.054,0.01424,"Matanzas 32","2025-11-13 16:04:00","2025-11-13 13:04:00",13,"2025-11-13",FALSE,FALSE,FALSE
"20251113_160600.WAV",2875.8324,2.619,156.6,3,3.179,0.0155,"Matanzas 32","2025-11-13 16:06:00","2025-11-13 13:06:00",13,"2025-11-13",FALSE,FALSE,FALSE
"20251113_160800.WAV",3300.7223,2.783,516.6,3,3.179,0.01109,"Matanzas 32","2025-11-13 16:08:00","2025-11-13 13:08:00",13,"2025-11-13",FALSE,FALSE,FALSE
"20251113_161000.WAV",2961.5855,2.849,516.6,3,3.194,0.00823,"Matanzas 32","2025-11-13 16:10:00","2025-11-13 13:10:00",13,"2025-11-13",FALSE,FALSE,FALSE
"20251113_161200.WAV",3252.8264,2.542,516.6,3,3.204,0.01087,"Matanzas 32","2025-11-13 16:12:00","2025-11-13 13:12:00",13,"2025-11-13",FALSE,FALSE,FALSE
"20251113_161400.WAV",3061.0785,5.858,172.2,3,2.992,0.01805,"Matanzas 32","2025-11-13 16:14:00","2025-11-13 13:14:00",13,"2025-11-13",FALSE,FALSE,FALSE
"20251113_161600.WAV",2964.0873,3.661,109.6,3,3.135,0.01319,"Matanzas 32","2025-11-13 16:16:00","2025-11-13 13:16:00",13,"2025-11-13",FALSE,FALSE,FALSE
"20251113_161800.WAV",2977.8944,3.417,156.6,4,3.164,0.01351,"Matanzas 32","2025-11-13 16:18:00","2025-11-13 13:18:00",13,"2025-11-13",FALSE,FALSE,FALSE
"20251113_162000.WAV",2806.4634,4.616,109.6,3,3.106,0.01348,"Matanzas 32","2025-11-13 16:20:00","2025-11-13 13:20:00",13,"2025-11-13",FALSE,FALSE,FALSE
"20251113_162200.WAV",2995.1592,3.22,156.6,3,3.154,0.02074,"Matanzas 32","2025-11-13 16:22:00","2025-11-13 13:22:00",13,"2025-11-13",FALSE,FALSE,FALSE
"20251113_162400.WAV",2810.555,3.766,109.6,3,3.144,0.01209,"Matanzas 32","2025-11-13 16:24:00","2025-11-13 13:24:00",13,"2025-11-13",FALSE,FALSE,FALSE
"20251113_162600.WAV",2391.9176,4.272,109.6,3,3.133,0.03559,"Matanzas 32","2025-11-13 16:26:00","2025-11-13 13:26:00",13,"2025-11-13",FALSE,FALSE,FALSE
"20251113_162800.WAV",2432.9182,4.913,109.6,3,3.098,0.0194,"Matanzas 32","2025-11-13 16:28:00","2025-11-13 13:28:00",13,"2025-11-13",FALSE,FALSE,FALSE
"20251113_163000.WAV",2708.2875,6.251,172.2,3,3.043,0.02066,"Matanzas 32","2025-11-13 16:30:00","2025-11-13 13:30:00",13,"2025-11-13",FALSE,FALSE,FALSE
"20251113_163200.WAV",2519.9857,2.146,516.6,3,3.236,0.01409,"Matanzas 32","2025-11-13 16:32:00","2025-11-13 13:32:00",13,"2025-11-13",FALSE,FALSE,FALSE
"20251113_163400.WAV",2558.2781,3.131,516.6,3,3.178,0.01354,"Matanzas 32","2025-11-13 16:34:00","2025-11-13 13:34:00",13,"2025-11-13",FALSE,FALSE,FALSE
"20251113_163600.WAV",2908.446,2.916,516.6,4,3.192,0.01428,"Matanzas 32","2025-11-13 16:36:00","2025-11-13 13:36:00",13,"2025-11-13",FALSE,FALSE,FALSE
"20251113_163800.WAV",3061.7198,3.15,109.6,3,3.114,0.03168,"Matanzas 32","2025-11-13 16:38:00","2025-11-13 13:38:00",13,"2025-11-13",FALSE,FALSE,FALSE
"20251113_164000.WAV",3348.1065,7.189,156.6,3,3.006,0.02441,"Matanzas 32","2025-11-13 16:40:00","2025-11-13 13:40:00",13,"2025-11-13",FALSE,FALSE,FALSE
